"gene_id","class","toxin_family","Ctzot-CLP2364","Ctzot-CLP2366","Ctzot-CLP2383","Ctzot-CLP2903","Average"
"trinityContig54046||sp|Q06124.3|","Nontoxin","NT",12.17,12.33,11.19,9.08,11.1925
"trinityContig54053||255697at32523__Nfu_N","Nontoxin","NT",7.13,6.01,8.81,5.07,6.755
"trinityContig54089||sp|Q9NR34|MA1C1_HUMAN","Nontoxin","NT",4.99,9.45,7.34,6.61,7.0975
"trinityContig54123||225571at32523__adh_short","Nontoxin","NT",39.6,50.58,69.18,22.33,45.4225
"trinityContig54142||sp|A5GFN6.1|","Nontoxin","NT",6.75,7.69,11.31,4.71,7.615
"trinityContig5416||Focadhesin","Nontoxin","NT",8.15,10.59,7.19,6.28,8.0525
"trinityContig5417||sp|Q9CQJ4.1|","Nontoxin","NT",14.09,14.68,18.32,15.74,15.7075
"trinityContig54196||sp|Q5RC21.1|","Nontoxin","NT",9.57,7.07,10.18,6.15,8.2425
"trinityContig54199||sp|Q5ZLV4.1|","Nontoxin","NT",1.78,5.44,6.24,7.25,5.1775
"trinityContig54207||Nontoxin_ChorrA_LOC100552956_1f2853","Nontoxin","NT",6.48,5.67,5.89,25.53,10.8925
"trinityContig54210||Nontoxin_ChorrA_RibPhos3Epi_1f8965","Nontoxin","NT",9.72,8.83,19.93,12.49,12.7425
"trinityContig54215||Nontoxin_ChorrA_RnaPolIIIH_1f9009","Nontoxin","NT",2.59,5.73,4.23,5.07,4.405
"trinityContig54223||Nontoxin_ChorrA_MaleEnh1_xng","Nontoxin","NT",11.08,17.17,22.83,19.24,17.58
"trinityContig54227||sp|Q16667.1|","Nontoxin","NT",0.63,3.04,11.56,12.86,7.0225
"trinityContig54227||sp|Q8CGC4.3|","Nontoxin","NT",5.49,6.54,5.56,6.03,5.905
"trinityContig54252||sp|P13196.2|","Nontoxin","NT",15.15,9.43,10.9,16.08,12.89
"trinityContig54262||285163at32523__Ribosomal_L7Ae","Nontoxin","NT",5.58,351.12,40.73,3.32,100.1875
"trinityContig54277||sp|P46029.1|","Nontoxin","NT",94.42,64.33,61.33,40.66,65.185
"trinityContig54296||157369at32523","Nontoxin","NT",15.57,6.65,9.3,9.66,10.295
"trinityContig54333||sp|O43581.3|","Nontoxin","NT",16.25,12.44,8.89,2.79,10.0925
"trinityContig54349||sp|Q148D5.1|","Nontoxin","NT",20.19,14.6,20.72,17.24,18.1875
"trinityContig54371||sp|P37879.1|","Nontoxin","NT",40.54,39.47,39.68,54.85,43.635
"trinityContig54381||sp|P14105.1|","Nontoxin","NT",21.11,25.77,44.18,33.53,31.1475
"trinityContig54396||70807at32523__BAR_3","Nontoxin","NT",12.01,10.22,7.52,8.33,9.52
"trinityContig54397||70807at32523__BAR_3","Nontoxin","NT",6.82,7.81,5.16,4.83,6.155
"trinityContig54416||160273at32523__DEAD","Nontoxin","NT",0,0,0.4,0.31,0.1775
"trinityContig54418||160273at32523__DEAD","Nontoxin","NT",17.07,17.15,16.25,18.25,17.18
"trinityContig54428||Nontoxin_ChorrA_GolgiERTraffic4_xng","Nontoxin","NT",14.57,23.59,19.31,22.53,20
"trinityContig54441||sp|Q86TX2.1|","Nontoxin","NT",17.74,12.52,15.71,30.66,19.1575
"trinityContig54632||sp|Q8K3X3.1|","Nontoxin","NT",27.06,28.74,29.53,41.89,31.805
"trinityContig54663||199010at32523","Nontoxin","NT",5.92,5.7,6.99,7.11,6.43
"trinityContig54668||sp|Q3TZZ7.1|","Nontoxin","NT",3.49,5.13,8.18,1.86,4.665
"trinityContig5466||sp|Q5E9G6.1|","Nontoxin","NT",10.48,13.32,13.65,6.63,11.02
"trinityContig54670||171646at32523__WD40","Nontoxin","NT",14.33,12.96,14.16,15.46,14.2275
"trinityContig54681||sp|Q2TBU8.1|","Nontoxin","NT",11,11.09,9.56,12.47,11.03
"trinityContig54687||Nontoxin_ChorrA_C4orf52_xng","Nontoxin","NT",36.45,15.02,15.03,59.1,31.4
"trinityContig54700||256267at32523__U1snRNP70_N","Nontoxin","NT",0.68,15.83,5.03,0.44,5.495
"trinityContig54700||Nontoxin_ChorrA_Sorting50_xng","Nontoxin","NT",15.13,23.75,25.17,19.72,20.9425
"trinityContig54723||242032at32523__BAR","Nontoxin","NT",1.77,13.36,6.46,0.86,5.6125
"trinityContig54723||259445at32523","Nontoxin","NT",5.46,10.74,15.8,6.84,9.71
"trinityContig54735||175561at32523__IPK","Nontoxin","NT",4.52,5.65,2.73,6.53,4.8575
"trinityContig5473||243385at32523","Nontoxin","NT",1.92,3.32,3.14,1.71,2.5225
"trinityContig54743||147311at32523__MeaB","Nontoxin","NT",4.46,2.26,2.77,3.59,3.27
"trinityContig54747||sp|P05065.2|","Nontoxin","NT",126.99,65.34,109.95,76.52,94.7
"trinityContig54759||sp|Q5ZK36.1|","Nontoxin","NT",5.44,7.31,5.36,4.97,5.77
"trinityContig54779||SNRNP27","Nontoxin","NT",10.07,15.17,19.29,21.52,16.5125
"trinityContig54789||Nontoxin_ChorrA_SPT2_xng","Nontoxin","NT",7.46,11.37,10.16,6.87,8.965
"trinityContig54790||sp|Q5F470.1|","Nontoxin","NT",19.76,19.63,22.13,11.18,18.175
"trinityContig54851||Nontoxin_ChorrA_C3HC4ZF_1f8145","Nontoxin","NT",22.27,24.67,25.64,11.1,20.92
"trinityContig54866||sp|Q9JI08.1|","Nontoxin","NT",7.98,8.73,11.98,4.88,8.3925
"trinityContig54869||265137at32523","Nontoxin","NT",18.79,13.26,9.9,8.56,12.6275
"trinityContig5487||120577at32523","Nontoxin","NT",7.15,7.77,6.21,11.78,8.2275
"trinityContig54885||sp|Q8BLQ7.1|","Nontoxin","NT",7.66,12.08,3.13,6.39,7.315
"trinityContig5491||293833at32523","Nontoxin","NT",14.46,17.65,18.11,6.35,14.1425
"trinityContig54934||158404at32523","Nontoxin","NT",21.03,19.84,26.09,9.51,19.1175
"trinityContig5496||sp|P15170.1|","Nontoxin","NT",33.94,50.29,41.98,58.39,46.15
"trinityContig549||Nontoxin_ChorrA_DNABindID3_1f8746","Nontoxin","NT",18.46,27.44,10.41,9.5,16.4525
"trinityContig55014||229324at32523","Nontoxin","NT",2.38,4.82,0,2.17,2.3425
"trinityContig55081||sp|Q90WG1.1|","Nontoxin","NT",8.74,8.74,18.75,9.78,11.5025
"trinityContig55091||112465at32523__Metallophos","Nontoxin","NT",12.08,6.76,6.56,25.78,12.795
"trinityContig55101||Nontoxin_ChorrA_Glyoxalase4_xng","Nontoxin","NT",7.41,17.7,15.28,15.35,13.935
"trinityContig55152||sp|Q5R7P4.1|","Nontoxin","NT",8.18,5.69,18.95,5.77,9.6475
"trinityContig55156||294369at32523","Nontoxin","NT",17.44,3.37,4.16,1.23,6.55
"trinityContig55171||sp|Q4R6D9.1|","Nontoxin","NT",15.47,24.71,14.51,18.84,18.3825
"trinityContig5518||232302at32523__ECH_1","Nontoxin","NT",0.4,2.09,0.43,2.67,1.3975
"trinityContig55202||Nontoxin_ChorrA_RINGFinger-121_xng","Nontoxin","NT",8.53,7.12,6.86,14.67,9.295
"trinityContig55215||sp|Q56P03.4|","Nontoxin","NT",11.02,11.51,18.16,6.07,11.69
"trinityContig55217||sp|A9YUB5.1|","Nontoxin","NT",15.81,3.89,4.92,2.95,6.8925
"trinityContig55225||253762at32523","Nontoxin","NT",21.19,12.53,8.71,12.94,13.8425
"trinityContig55228||203507at32523","Nontoxin","NT",4.73,4.11,6.04,5.3,5.045
"trinityContig55233||sp|Q9BTY2.2|","Nontoxin","NT",8.47,2.7,5.19,8.11,6.1175
"trinityContig55235||Nontoxin_ChorrA_ProRich15_xng","Nontoxin","NT",20.62,16.97,48.06,19.19,26.21
"trinityContig55245||sp|B0BNA1.1|","Nontoxin","NT",8.61,9.26,9.53,9.11,9.1275
"trinityContig55246||204156at32523","Nontoxin","NT",2.21,1.95,2.74,1.54,2.11
"trinityContig55277||sp|Q9Y3E1.1|","Nontoxin","NT",16.82,4.76,10,6.21,9.4475
"trinityContig55281||242048at32523__UQ_con","Nontoxin","NT",13.8,20.48,17.03,35.1,21.6025
"trinityContig55283||163694at32523__DUF1387","Nontoxin","NT",5.65,8.69,5.83,6.64,6.7025
"trinityContig55283||sp|Q8WXD5.1|","Nontoxin","NT",4.68,2.99,3.7,6.55,4.48
"trinityContig55325||sp|Q1ED21.1|","Nontoxin","NT",5.14,6,8.07,5.38,6.1475
"trinityContig55396||Nontoxin_ChorrA_EHDomain-4_xng","Nontoxin","NT",18.39,13.1,13.65,11.39,14.1325
"trinityContig55407||Nontoxin_ChorrA_BTB-POZ-KCTD2_xng","Nontoxin","NT",9.54,12.03,12.43,11.8,11.45
"trinityContig55413||Nontoxin_ChorrA_MethionineAminopeptidase1_xng","Nontoxin","NT",9.7,10.34,11.14,13.09,11.0675
"trinityContig55425||Nontoxin_ChorrA_VacSNF8_xng","Nontoxin","NT",5.03,6.28,15.4,4.99,7.925
"trinityContig55440||Nontoxin_ChorrA_FAM54B_xng","Nontoxin","NT",0.9,0,0,4.88,1.445
"trinityContig55447||sp|A4IFN2.1|","Nontoxin","NT",9.67,10.03,15.45,3.82,9.7425
"trinityContig55466||Nontoxin_ChorrA_NuclearUbiqKinaseSubstrate_xng","Nontoxin","NT",8.23,10.66,22.46,8.24,12.3975
"trinityContig55480||257104at32523","Nontoxin","NT",8.7,7.23,18.03,6.23,10.0475
"trinityContig55485||sp|O54941.1|","Nontoxin","NT",10.27,9.81,21.18,10.07,12.8325
"trinityContig55562||259614at32523","Nontoxin","NT",0,0,1.14,0,0.285
"trinityContig55684||162338at32523","Nontoxin","NT",2.51,3.96,5.45,5.24,4.29
"trinityContig55734||sp|Q5M880.2|","Nontoxin","NT",4.9,6.2,6.09,3.47,5.165
"trinityContig55780||sp|Q5ZK14.1|","Nontoxin","NT",37.46,27.52,43.16,12.52,30.165
"trinityContig55809||sp|Q9QYL8.1|","Nontoxin","NT",5.27,2.8,2.86,3.12,3.5125
"trinityContig55818||sp|P62745.1|","Nontoxin","NT",5.01,5.01,4.72,3.91,4.6625
"trinityContig5585||65291at32523__Myotub-related","Nontoxin","NT",14.84,12.35,20.22,17.24,16.1625
"trinityContig55945||SRI","Nontoxin","NT",1.72,4.38,5.64,5.57,4.3275
"trinityContig55950||127505at32523__UCH","Nontoxin","NT",5.03,5.94,5.21,8.06,6.06
"trinityContig5595||sp|Q5ZLN4.1|","Nontoxin","NT",1.54,2.37,7.01,11.98,5.725
"trinityContig5598||sp|P50147.2|","Nontoxin","NT",7.51,3.94,8.82,3.07,5.835
"trinityContig55||sp|Q9R190.1|","Nontoxin","NT",9.02,6.12,8.99,16.06,10.0475
"trinityContig56055||sp|Q9JHS4.2|","Nontoxin","NT",19.69,14.21,18.85,14.63,16.845
"trinityContig56063||sp|P51791.3|","Nontoxin","NT",22.66,24.4,27.57,21.7,24.0825
"trinityContig56066||sp|Q3UPL0.2|","Nontoxin","NT",34.16,37.15,24.97,33.47,32.4375
"trinityContig56093||sp|P28331.3|","Nontoxin","NT",22.35,20.74,22.95,19.62,21.415
"trinityContig56116||sp|Q9H1P3.1|","Nontoxin","NT",17.78,15.22,13.38,7.49,13.4675
"trinityContig56137||sp|P11064.3|","Nontoxin","NT",8.89,9.41,13.02,6.69,9.5025
"trinityContig56138||42862at32523__MOSC_N","Nontoxin","NT",11.43,7.94,9.17,7.79,9.0825
"trinityContig56147||sp|P70318.1|","Nontoxin","NT",19.57,17.32,15.03,16.17,17.0225
"trinityContig56150||130390at32523__Collagen","Nontoxin","NT",21.02,0.46,117.51,11.45,37.61
"trinityContig56156||Nup54","Nontoxin","NT",7.25,12.61,8.1,18.1,11.515
"trinityContig5615||199406at32523__GOLD_2","Nontoxin","NT",12.39,18.38,15.04,10.1,13.9775
"trinityContig56165||229324at32523","Nontoxin","NT",5.73,1.87,2.34,5.28,3.805
"trinityContig56173||sp|Q8TCA0.1|","Nontoxin","NT",13.75,15.48,12.87,5.92,12.005
"trinityContig56212||NPDC1","Nontoxin","NT",64.22,81.2,58.03,43.62,61.7675
"trinityContig56215||271255at32523__Mpv17_PMP22","Nontoxin","NT",3,5.31,1.63,3.53,3.3675
"trinityContig56216||192192at32523","Nontoxin","NT",8.33,11.67,9.04,23.12,13.04
"trinityContig56242||95836at32523__Pkinase","Nontoxin","NT",0.78,2.3,0,1.03,1.0275
"trinityContig56242||sp|P47740.2|","Nontoxin","NT",11.92,10.41,21.65,15.66,14.91
"trinityContig56248||135073at32523","Nontoxin","NT",8.46,7.26,5.72,15.18,9.155
"trinityContig56249||sp|Q66H40.1|","Nontoxin","NT",10.69,11.34,13.36,0,8.8475
"trinityContig56255||213575at32523__Sulfotransfer_1","Nontoxin","NT",0,0,0,1.66,0.415
"trinityContig56275||IP_trans","Nontoxin","NT",0,1.64,0,7.4,2.26
"trinityContig56280||254269at32523","Nontoxin","NT",8.73,5.52,3.95,21.1,9.825
"trinityContig5628||Nontoxin_ChorrA_GADD45_xng","Nontoxin","NT",11.07,14.79,13.36,15.02,13.56
"trinityContig56293||Cyt-b5","Nontoxin","NT",9.25,10.13,16.97,20.67,14.255
"trinityContig56305||sp|P31937.2|","Nontoxin","NT",13.01,8.66,16.43,12.37,12.6175
"trinityContig5633||Nontoxin_ChorrA_DyneinLightRdblk2_xng","Nontoxin","NT",65.86,84.02,91.38,44.04,71.325
"trinityContig56347||262918at32523__Ras","Nontoxin","NT",34.97,30.7,45.85,30.14,35.415
"trinityContig5637||sp|P26882.6|","Nontoxin","NT",1.32,0.13,7.62,4.55,3.405
"trinityContig563||sp|Q9H0W9.1|","Nontoxin","NT",3.89,2.51,4.99,5.29,4.17
"trinityContig56441||sp|P07514.3|","Nontoxin","NT",41.68,29.3,48.52,39.12,39.655
"trinityContig5646||sp|Q0P5F2.1|","Nontoxin","NT",10.81,15.9,21.48,15.82,16.0025
"trinityContig5658||sp|Q2T9R6.1|","Nontoxin","NT",6.09,4.32,8.82,4.44,5.9175
"trinityContig56603||sp|Q9D4F8.2|","Nontoxin","NT",3.42,8.28,3.15,5.36,5.0525
"trinityContig5660||Nontoxin_ChorrA_ZDHHC16_xng","Nontoxin","NT",11.12,12.63,8.69,12.93,11.3425
"trinityContig56630||sp|P24802.1|","Nontoxin","NT",11.35,11.48,19.87,6.11,12.2025
"trinityContig5666||299876at32523","Nontoxin","NT",3.54,2.72,5.28,2.55,3.5225
"trinityContig56689||sp|Q91727.1|","Nontoxin","NT",6.89,5.45,6.07,14.48,8.2225
"trinityContig56765||sp|P05122.1|","Nontoxin","NT",24.22,19,16.97,14.42,18.6525
"trinityContig5680||sp|Q0III3.1|","Nontoxin","NT",8.12,6.55,9.17,4.29,7.0325
"trinityContig56922||sp|Q15025.2|","Nontoxin","NT",15.68,9.75,14.33,18.9,14.665
"trinityContig56934||sp|Q5R5N9.1|","Nontoxin","NT",6.66,5.31,6.99,4.82,5.945
"trinityContig56937||sp|E9Q4P1.1|","Nontoxin","NT",11.23,10.09,14.16,10.91,11.5975
"trinityContig56959||241443at32523","Nontoxin","NT",11.48,8.71,8.87,7.54,9.15
"trinityContig56963||166443at32523__JmjC","Nontoxin","NT",2.79,1.65,1.21,3.16,2.2025
"trinityContig56996||sp|Q2TBU3.1|","Nontoxin","NT",6.4,4.41,10.05,3.29,6.0375
"trinityContig5704||242688at32523__FAM199X","Nontoxin","NT",3.78,3.9,5.48,6.78,4.985
"trinityContig57058||sp|Q58D63.2|","Nontoxin","NT",7.32,6.47,11.13,9.19,8.5275
"trinityContig5706||Nontoxin_ChorrA_COP9-7a_xng","Nontoxin","NT",9.9,18.66,12.12,14.44,13.78
"trinityContig57119||Rhomboid","Nontoxin","NT",9.67,8.06,7.56,9.83,8.78
"trinityContig57206||257442at32523","Nontoxin","NT",3.66,5.87,9.94,5.14,6.1525
"trinityContig57290||sp|Q9NPD3.3|","Nontoxin","NT",17.88,24.71,26.07,117.65,46.5775
"trinityContig57310||257488at32523","Nontoxin","NT",19.94,21.76,33.31,40.12,28.7825
"trinityContig57334||sp|Q8C2P3.1|","Nontoxin","NT",8.48,10.36,14.73,13.27,11.71
"trinityContig5734||sp|A6H795|UBE2W_BOVIN","Nontoxin","NT",3.51,7.04,11.44,5.72,6.9275
"trinityContig57357||sp|Q9JL18.1|","Nontoxin","NT",18.31,8.36,9.67,7.03,10.8425
"trinityContig57358||160758at32523__Fez1","Nontoxin","NT",8.96,3.72,2.87,6.83,5.595
"trinityContig57359||PDCD7","Nontoxin","NT",10.85,7.35,7.26,5.63,7.7725
"trinityContig57432||294122at32523__Prefoldin_2","Nontoxin","NT",26.11,33.78,33.01,25.84,29.685
"trinityContig57515||194583at32523__Myelin_MBP","Nontoxin","NT",2.77,0.35,3.01,4.01,2.535
"trinityContig57522||sp|Q6DDY9.1|","Nontoxin","NT",12.84,14.03,15.86,10.94,13.4175
"trinityContig57539||254360at32523__PMP22_Claudin","Nontoxin","NT",1.99,0,0.43,0.77,0.7975
"trinityContig57661||160273at32523__DEAD","Nontoxin","NT",9.07,7.86,7.54,4.54,7.2525
"trinityContig57665||sp|P24799.1|","Nontoxin","NT",10.77,6.67,7.54,6.4,7.845
"trinityContig57699||278185at32523__ETC_C1_NDUFA4","Nontoxin","NT",17.85,40.72,68.81,17.62,36.25
"trinityContig57703||DUF498","Nontoxin","NT",3.06,6.66,9.15,4.2,5.7675
"trinityContig57853||MA3","Nontoxin","NT",19.73,20.13,9.29,0,12.2875
"trinityContig57877||DUF1640","Nontoxin","NT",4.08,5.58,5.91,8.5,6.0175
"trinityContig57878||sp|Q99633.1|","Nontoxin","NT",11.22,9.68,12.19,9.63,10.68
"trinityContig5787||ARS2","Nontoxin","NT",7.87,12.29,9.92,21.33,12.8525
"trinityContig57914||sp|Q6PII3.3|","Nontoxin","NT",7.44,8.16,11.04,7.06,8.425
"trinityContig57920||137553at32523","Nontoxin","NT",4.02,6.75,9.19,6.52,6.62
"trinityContig57945||sp|Q6DCP1.1|","Nontoxin","NT",4.58,13.23,6.89,6.52,7.805
"trinityContig57971||sp|P11483.1|","Nontoxin","NT",7.72,9.4,8.83,4.42,7.5925
"trinityContig57973||sp|Q14094.1|","Nontoxin","NT",9.35,4.21,7.72,4.34,6.405
"trinityContig57974||sp|Q62639.1|","Nontoxin","NT",7.33,7.11,14.73,9.96,9.7825
"trinityContig57986||sp|Q8VCS3.1|","Nontoxin","NT",6.73,11.96,11.24,3.26,8.2975
"trinityContig57989||sp|P50583.3|","Nontoxin","NT",5.13,12.59,14.48,7.3,9.875
"trinityContig57989||sp|Q0P4F7.1|","Nontoxin","NT",9.66,18.81,12.93,8.77,12.5425
"trinityContig58016||sp|Q5F471.1|","Nontoxin","NT",12.85,12.33,14.49,9.56,12.3075
"trinityContig58034||sp|A4II15.1|","Nontoxin","NT",10.48,22.5,32.65,9.86,18.8725
"trinityContig58035||279423at32523__Tma16","Nontoxin","NT",0,0,0,0,0
"trinityContig58044||sp|P67962.1|","Nontoxin","NT",2.75,8.71,2.92,3.42,4.45
"trinityContig58051||sp|Q9NSD9.3|","Nontoxin","NT",6.4,10.02,6.95,6.91,7.57
"trinityContig5818||227270at32523__SIR2","Nontoxin","NT",17.34,13.46,16.75,13.03,15.145
"trinityContig58359||160758at32523__Fez1","Nontoxin","NT",0.49,2.82,1.33,0.73,1.3425
"trinityContig58441||248283at32523","Nontoxin","NT",9.6,10.65,13.03,18.6,12.97
"trinityContig58475||Telethonin","Nontoxin","NT",78.9,3.64,35.1,0,29.41
"trinityContig58483||sp|P30413.3|","Nontoxin","NT",5.43,0.4,7.62,1.8,3.8125
"trinityContig58488||240680at32523","Nontoxin","NT",0.69,4.86,0.99,2.95,2.3725
"trinityContig58531||sp|Q58DV7.1|","Nontoxin","NT",3.54,5.76,2.78,4.51,4.1475
"trinityContig5854||195601at32523__Mito_carr","Nontoxin","NT",3.94,4.24,7.13,3.36,4.6675
"trinityContig58646||sp|Q9ER39.1|","Nontoxin","NT",19.65,29.92,37.47,21.76,27.2
"trinityContig58678||208100at32523","Nontoxin","NT",2.85,5,6.83,5.38,5.015
"trinityContig58851||221334at32523","Nontoxin","NT",0.74,7.17,3.21,6.45,4.3925
"trinityContig5885||167610at32523","Nontoxin","NT",0,16.14,22.73,0,9.7175
"trinityContig5891||sp|Q6AYC4.1|","Nontoxin","NT",8.92,4.86,9.34,8.31,7.8575
"trinityContig58929||sp|Q76MS9.1|","Nontoxin","NT",0,6.23,10.87,0,4.275
"trinityContig58||154096at32523","Nontoxin","NT",5.72,5.22,4.72,6.62,5.57
"trinityContig59144||sp|Q9ER69.3|","Nontoxin","NT",11.3,10.99,13,12.17,11.865
"trinityContig59170||sp|Q08DI6.1|","Nontoxin","NT",16.35,13.92,11.85,12.27,13.5975
"trinityContig59193||sp|Q9QUS6.2|","Nontoxin","NT",9.07,6.47,4.3,6.72,6.64
"trinityContig59283||sp|O55028.1|","Nontoxin","NT",5.76,13.98,6.39,6.05,8.045
"trinityContig59296||163646at32523","Nontoxin","NT",12.1,17.8,20.44,23.12,18.365
"trinityContig59317||sp|Q5ZML1.1|","Nontoxin","NT",13.41,12.09,18.15,13.37,14.255
"trinityContig59336||223786at32523","Nontoxin","NT",1.33,0.78,0.48,2.12,1.1775
"trinityContig59352||sp|Q8NDN9.1|","Nontoxin","NT",8.72,7.07,9.89,8.92,8.65
"trinityContig59356||sp|Q5FWK3.1|","Nontoxin","NT",10.36,9.63,9.94,12.99,10.73
"trinityContig59373||47222at32523__Alpha_kinase","Nontoxin","NT",5.65,5.85,4.34,4.27,5.0275
"trinityContig59374||204476at32523__PDZ","Nontoxin","NT",2.97,2.85,3.76,2.94,3.13
"trinityContig59378||44456at32523__TMC","Nontoxin","NT",17.35,22.16,43.36,20.1,25.7425
"trinityContig59392||87494at32523__zf-C4","Nontoxin","NT",19.22,25.6,22.7,20.38,21.975
"trinityContig59403||sp|Q8IUR0.1|","Nontoxin","NT",14.91,10.64,11.95,10.35,11.9625
"trinityContig5940||FAM193_C","Nontoxin","NT",0.97,1.72,1.76,2.58,1.7575
"trinityContig59421||PAXIP1_C","Nontoxin","NT",5.1,7.02,7.7,5.01,6.2075
"trinityContig59425||270155at32523","Nontoxin","NT",5.32,7.18,4.86,6.05,5.8525
"trinityContig59429||289585at32523","Nontoxin","NT",17.39,21.02,23.38,18.89,20.17
"trinityContig59433||E3_UbLigase_R4","Nontoxin","NT",4.94,6.22,4.18,13.11,7.1125
"trinityContig59439||sp|P79251.3|","Nontoxin","NT",26.13,48.2,38.75,50.58,40.915
"trinityContig59442||sp|Q5R9C5.2|","Nontoxin","NT",36.53,60.82,50.43,42.01,47.4475
"trinityContig59444||sp|P80467.1|","Nontoxin","NT",53.61,46.97,57.28,63.84,55.425
"trinityContig59478||182302at32523__Peptidase_A22B","Nontoxin","NT",57.84,2.13,43.47,39.32,35.69
"trinityContig59492||sp|Q9NZI5.2|","Nontoxin","NT",52.46,54.25,47.55,30.8,46.265
"trinityContig59505||sp|P16039.1|","Nontoxin","NT",120.66,209.33,152.24,336.11,204.585
"trinityContig59563||sp|P12236.4|","Nontoxin","NT",33.65,37.59,37.99,36.38,36.4025
"trinityContig59568||NIPSNAP","Nontoxin","NT",14.54,22.46,26.5,8.83,18.0825
"trinityContig5958||Ribosomal_S11","Nontoxin","NT",14.79,12.42,15.3,14.73,14.31
"trinityContig59596||sp|Q5R7V4.1|","Nontoxin","NT",24.85,25.61,30.94,32.17,28.3925
"trinityContig59623||254269at32523__DnaJ","Nontoxin","NT",31.64,28.67,60.31,16.78,34.35
"trinityContig59671||162671at32523","Nontoxin","NT",6.17,2.04,2.51,2.24,3.24
"trinityContig59695||CutA1","Nontoxin","NT",41.5,32.32,36.84,142.18,63.21
"trinityContig59708||sp|P79769.1|","Nontoxin","NT",23.34,23.72,29.72,20.61,24.3475
"trinityContig5986||sp|Q9H845.1|","Nontoxin","NT",7.04,8.23,9.96,6.47,7.925
"trinityContig59879||sp|Q86T20.3|","Nontoxin","NT",4.52,0.97,3.69,4.92,3.525
"trinityContig5988||Nontoxin_ChorrA_ATPBindingD3_xng","Nontoxin","NT",20.69,13.27,14.32,13.46,15.435
"trinityContig59890||sp|Q9NVQ4.1|","Nontoxin","NT",7.26,6.73,5.4,4.44,5.9575
"trinityContig59926||245069at32523__Mtf2_C","Nontoxin","NT",4.9,4.26,5.21,4.32,4.6725
"trinityContig59946||sp|Q9D309.1|","Nontoxin","NT",5.41,20.28,13.43,3.81,10.7325
"trinityContig5994||87735at32523__SNF","Nontoxin","NT",14.37,12.38,22.99,11.16,15.225
"trinityContig59958||sp|Q66WT7.1|","Nontoxin","NT",15.63,2.75,9.7,8.99,9.2675
"trinityContig6000||113182at32523","Nontoxin","NT",1.77,1.41,3.07,10.59,4.21
"trinityContig60048||sp|Q05086.4|","Nontoxin","NT",16.31,19.61,21.47,13.81,17.8
"trinityContig60085||sp|Q9BU20.2|","Nontoxin","NT",10.92,19.13,12.61,17.94,15.15
"trinityContig60102||sp|Q9YHT1.2|","Nontoxin","NT",20.15,22.08,53.8,18.85,28.72
"trinityContig6010||292189at32523__Pex26","Nontoxin","NT",7.78,7.54,8.25,5.24,7.2025
"trinityContig60124||MCU","Nontoxin","NT",3.53,3.13,8.94,5.07,5.1675
"trinityContig60146||sp|Q5F3A6.1|","Nontoxin","NT",12.42,8.55,12.48,7.21,10.165
"trinityContig60186||sp|Q9UFF9.1|","Nontoxin","NT",10.53,5.19,10.59,8.55,8.715
"trinityContig60192||87951at32523__PRORP","Nontoxin","NT",10.94,9.63,9.23,7.94,9.435
"trinityContig6062||sp|Q8VE10.1|","Nontoxin","NT",1.74,2.06,6,3.43,3.3075
"trinityContig6075||207983at32523","Nontoxin","NT",13.81,10.65,14.64,6.91,11.5025
"trinityContig6079||sp|P42773.1|","Nontoxin","NT",1.67,1.47,6.8,8.04,4.495
"trinityContig60859||181904at32523","Nontoxin","NT",2.91,6.34,3.17,4.69,4.2775
"trinityContig60864||Kri1_C","Nontoxin","NT",5.92,8.18,8.09,9.05,7.81
"trinityContig60894||sp|A2VE47.1|","Nontoxin","NT",6.2,8.96,11.74,4.45,7.8375
"trinityContig60953||sp|Q01887.2|","Nontoxin","NT",9.75,13.01,14.72,9.8,11.82
"trinityContig60963||sp|O77592.1|","Nontoxin","NT",20.93,15.88,19.95,14.56,17.83
"trinityContig60987||RRS1","Nontoxin","NT",5.69,8.11,2.93,16.66,8.3475
"trinityContig60||193058at32523","Nontoxin","NT",5.51,8.8,2.99,4.69,5.4975
"trinityContig61019||sp|Q8MJJ1.1|","Nontoxin","NT",12.63,16.05,13.16,11.43,13.3175
"trinityContig61035||280182at32523","Nontoxin","NT",4.53,20.56,4.76,0,7.4625
"trinityContig6106||207425at32523","Nontoxin","NT",10.07,7.16,10.47,5.89,8.3975
"trinityContig61105||256267at32523","Nontoxin","NT",12.84,13.37,11.26,29.71,16.795
"trinityContig61161||208531at32523__Pur_DNA_glyco","Nontoxin","NT",3.39,3.83,2.63,14.8,6.1625
"trinityContig6117||227270at32523","Nontoxin","NT",16.95,17.95,17.73,18.5,17.7825
"trinityContig61253||sp|P05094.3|","Nontoxin","NT",9.92,11,9.36,8.17,9.6125
"trinityContig6139||118030at32523__Glyco_transf_41","Nontoxin","NT",30.17,40.3,24.54,40.64,33.9125
"trinityContig61423||sp|Q6IV77.1|","Nontoxin","NT",3.14,6.15,4.87,4.89,4.7625
"trinityContig61449||sp|Q5JRX3.3|","Nontoxin","NT",2.64,7.87,10.84,4.01,6.34
"trinityContig6146||sp|P60588.2|","Nontoxin","NT",3.07,5.44,2.71,7.8,4.755
"trinityContig6148||Nontoxin_ChorrA_Dtyrdeacylase2_1f3062","Nontoxin","NT",10.96,10.75,15.11,6.49,10.8275
