"gene_id","class","toxin_family","Cpetl-CLP2324","Cpetl-CLP2326","Cpetl-CLP2327","Average"
"trinityContig48224||sp|Q9Z2B5.1|","Nontoxin","NT",25.91,9.25,28.25,21.1367
"trinityContig48314||sp|Q8VE80.1|","Nontoxin","NT",4.68,7.07,7.51,6.42
"trinityContig48325||162438at32523__Kelch_1","Nontoxin","NT",4.95,5.01,4.47,4.81
"trinityContig48334||213031at32523","Nontoxin","NT",4.17,4.41,5.47,4.6833
"trinityContig4834||sp|B3SV56.1|","Nontoxin","NT",5.38,5.15,6.29,5.6067
"trinityContig48366||sp|Q9D554.2|","Nontoxin","NT",18.53,20.27,23.59,20.7967
"trinityContig48415||56672at32523__SKICH","Nontoxin","NT",8.87,3.93,9.44,7.4133
"trinityContig48423||sp|Q969X5.1|","Nontoxin","NT",52.91,49.21,61.11,54.41
"trinityContig48432||sp|Q9JIP7.2|","Nontoxin","NT",31.38,20.69,15.23,22.4333
"trinityContig48444||sp|Q5F3G7.1|","Nontoxin","NT",13.86,7.3,16.7,12.62
"trinityContig48463||264371at32523__SSXT","Nontoxin","NT",4.55,5.35,2.55,4.15
"trinityContig48464||264371at32523__SSXT","Nontoxin","NT",1.47,2.57,1.34,1.7933
"trinityContig48475||279033at32523__Mod_r","Nontoxin","NT",4.77,4.6,3.85,4.4067
"trinityContig48481||sp|Q7Z3E2.2|","Nontoxin","NT",19.13,13.26,15.3,15.8967
"trinityContig48489||sp|P28352.2|","Nontoxin","NT",4.44,13.59,7.09,8.3733
"trinityContig48496||209647at32523","Nontoxin","NT",8.77,3.8,5.84,6.1367
"trinityContig4857||sp|Q05513.4|","Nontoxin","NT",3.82,3.82,2.81,3.4833
"trinityContig48617||sp|Q6ZT12.2|","Nontoxin","NT",12.87,6,11.22,10.03
"trinityContig48640||sp|P67868.1|","Nontoxin","NT",39.21,66.42,47.66,51.0967
"trinityContig48657||sp|Q16539.3|","Nontoxin","NT",3.31,3.68,6.05,4.3467
"trinityContig48696||sp|Q5R5C3.1|","Nontoxin","NT",7.77,12.56,7.82,9.3833
"trinityContig48697||sp|Q2HJC9.1|","Nontoxin","NT",6.55,8.07,5.54,6.72
"trinityContig48736||220321at32523","Nontoxin","NT",9.86,7.99,6.98,8.2767
"trinityContig48745||sp|Q6DBT3.1|","Nontoxin","NT",54.06,71.84,69.95,65.2833
"trinityContig48771||187823at32523","Nontoxin","NT",18.06,13.23,16.6,15.9633
"trinityContig48772||sp|Q5CD18.1|","Nontoxin","NT",9.65,4.82,13.1,9.19
"trinityContig48784||92336at32523__CPL","Nontoxin","NT",9.49,8.6,10.35,9.48
"trinityContig48788||sp|Q969T9.1|","Nontoxin","NT",3.07,6.43,5.59,5.03
"trinityContig48812||296085at32523__CK2S","Nontoxin","NT",2.56,1.36,0.66,1.5267
"trinityContig48813||296085at32523__CK2S","Nontoxin","NT",0,2.35,0.42,0.9233
"trinityContig48815||sp|Q9DCK3.1|","Nontoxin","NT",3.18,5.17,3.59,3.98
"trinityContig48824||sp|P62333.1|","Nontoxin","NT",26.15,25.34,23.36,24.95
"trinityContig48870||168421at32523","Nontoxin","NT",4.5,2.79,3.52,3.6033
"trinityContig48870||sp|Q01196.3|","Nontoxin","NT",4.02,1.92,3.2,3.0467
"trinityContig48887||Acyl-CoA_ox_N","Nontoxin","NT",0,0.57,0,0.19
"trinityContig48890||sp|Q15067.3|","Nontoxin","NT",13.53,16.32,14.22,14.69
"trinityContig4894||208531at32523__Pur_DNA_glyco","Nontoxin","NT",3.05,4,3.43,3.4933
"trinityContig48993||sp|Q8K2L8.2|","Nontoxin","NT",4.19,5.32,3.57,4.36
"trinityContig49095||243139at32523__HCNGP","Nontoxin","NT",7.35,4.25,5.53,5.71
"trinityContig49101||sp|Q6P1A2.1|","Nontoxin","NT",4.5,4.93,4.19,4.54
"trinityContig49121||sp|A2VE47.1|","Nontoxin","NT",2.3,3.32,3.09,2.9033
"trinityContig49187||214194at32523","Nontoxin","NT",8.62,2.49,10.55,7.22
"trinityContig49193||sp|P62962.2|","Nontoxin","NT",70.59,65.89,43.71,60.0633
"trinityContig49194||sp|P58108.2|","Nontoxin","NT",10.02,9,9.75,9.59
"trinityContig49196||sp|Q29S14.1|","Nontoxin","NT",58.82,60.51,58.28,59.2033
"trinityContig49240||245997at32523__RRF","Nontoxin","NT",5.9,9.86,6.93,7.5633
"trinityContig49241||273183at32523__SRPRB","Nontoxin","NT",8.97,6.81,7.53,7.77
"trinityContig49242||sp|P37111.2|","Nontoxin","NT",16.06,5.93,8.7,10.23
"trinityContig49244||205613at32523","Nontoxin","NT",2.53,1.98,1.9,2.1367
"trinityContig49255||215625at32523__T4_deiodinase","Nontoxin","NT",8.54,16.89,11.07,12.1667
"trinityContig49262||sp|Q5M9P8.1|","Nontoxin","NT",6.42,3.4,5.96,5.26
"trinityContig49270||sp|Q2L969.1|","Nontoxin","NT",6.94,6.16,6.75,6.6167
"trinityContig49309||sp|P16047.2|","Nontoxin","NT",11.07,6.87,5.49,7.81
"trinityContig49326||200735at32523__Cyclin_N","Nontoxin","NT",2.2,1.37,0.75,1.44
"trinityContig49354||sp|Q8IUR0.1|","Nontoxin","NT",11.15,8.88,10.89,10.3067
"trinityContig49356||PRCC","Nontoxin","NT",20.32,18.18,15.15,17.8833
"trinityContig49462||NAD_kinase","Nontoxin","NT",2.59,1.72,4.09,2.8
"trinityContig49463||sp|O95801.3|","Nontoxin","NT",13.91,17,17.02,15.9767
"trinityContig49468||sp|Q1JQ92.1|","Nontoxin","NT",7.72,8.38,8.69,8.2633
"trinityContig494||sp|Q99LM2.1|","Nontoxin","NT",39.74,16.76,45.61,34.0367
"trinityContig49501||sp|Q9Y394.1|","Nontoxin","NT",30.56,26.72,53.6,36.96
"trinityContig49534||sp|P0DJH6.1|","Nontoxin","NT",8.74,8.57,12.79,10.0333
"trinityContig4956||DUF647","Nontoxin","NT",0.48,2.01,1.03,1.1733
"trinityContig4961||sp|Q9GZQ8.3|","Nontoxin","NT",72.43,55.72,69.69,65.9467
"trinityContig49655||sp|Q9NWV4.1|","Nontoxin","NT",26.71,42.94,34.36,34.67
"trinityContig496||sp|P62851.1|","Nontoxin","NT",892.78,1419.48,900.17,1070.81
"trinityContig4981||sp|P61254.1|","Nontoxin","NT",392.62,748.07,451,530.5633
"trinityContig4988||sp|Q96DB5.1|","Nontoxin","NT",16.52,17.83,15.08,16.4767
"trinityContig49897||294963at32523","Nontoxin","NT",0.48,5.12,2.71,2.77
"trinityContig4999||235509at32523","Nontoxin","NT",11.7,18.69,7.46,12.6167
"trinityContig4999||sp|P62899.1|","Nontoxin","NT",741.27,910.93,699.4,783.8667
"trinityContig5000||sp|B1AXP6.1|","Nontoxin","NT",93.27,128.18,98.43,106.6267
"trinityContig50107||sp|Q71RC2.3|","Nontoxin","NT",14.32,8.96,12.51,11.93
"trinityContig50135||F_actin_bind","Nontoxin","NT",0.74,0,0,0.2467
"trinityContig50155||sp|Q3TKY6.1|","Nontoxin","NT",4.82,8.14,5.7,6.22
"trinityContig50236||sp|P34741.2|","Nontoxin","NT",11.88,9.42,30.87,17.39
"trinityContig50296||203507at32523__WD40","Nontoxin","NT",1.55,1.95,1.96,1.82
"trinityContig5031||sp|P80467.1|","Nontoxin","NT",35.54,40.36,55.26,43.72
"trinityContig50344||sp|P36954.1|","Nontoxin","NT",12.56,15.25,12.44,13.4167
"trinityContig5035||sp|Q5R546.1|","Nontoxin","NT",38.02,52.24,41.44,43.9
"trinityContig50416||Tim17","Nontoxin","NT",2.59,3.33,5.09,3.67
"trinityContig50427||48437at32523","Nontoxin","NT",17.17,14.95,10.91,14.3433
"trinityContig5042||sp|Q5REU4.1|","Nontoxin","NT",35.16,24.68,32.62,30.82
"trinityContig50451||31846at32523__PI3_PI4_kinase","Nontoxin","NT",3.36,4.09,2.06,3.17
"trinityContig50453||sp|Q9NZ52.1|","Nontoxin","NT",2.6,2.28,2.63,2.5033
"trinityContig50459||sp|Q5F3Z9.1|","Nontoxin","NT",5.35,4.94,3.82,4.7033
"trinityContig50467||sp|Q66K89.2|","Nontoxin","NT",5.81,3.82,4.65,4.76
"trinityContig50482||sp|Q5R685.1|","Nontoxin","NT",2.21,5.65,2.09,3.3167
"trinityContig50487||sp|Q8NFH3.1|","Nontoxin","NT",2.43,4.96,3.43,3.6067
"trinityContig50492||sp|P30835.3|","Nontoxin","NT",7.27,6.08,10.85,8.0667
"trinityContig5049||sp|Q05186.1|","Nontoxin","NT",19.85,18.16,26.41,21.4733
"trinityContig50512||sp|Q4R684.2|","Nontoxin","NT",2.79,3.55,1.75,2.6967
"trinityContig50535||sp|Q9BRT2.1|","Nontoxin","NT",11.82,19.36,6.64,12.6067
"trinityContig50551||sp|O75146.2|","Nontoxin","NT",13.13,7.74,9.89,10.2533
"trinityContig50558||142573at32523__FOXP-CC","Nontoxin","NT",7.82,7.12,7.19,7.3767
"trinityContig5056||sp|P02607.3|","Nontoxin","NT",120.51,213.75,150.09,161.45
"trinityContig50571||sp|Q8QG60.2|","Nontoxin","NT",1.51,2.06,1.5,1.69
"trinityContig50607||sp|Q5EA99.1|","Nontoxin","NT",5.27,3.43,3.68,4.1267
"trinityContig5061||100144at32523__PPR_2","Nontoxin","NT",16.11,14.15,18.41,16.2233
"trinityContig5061||sp|Q6ZMJ2.1|","Nontoxin","NT",1.31,2.33,3.33,2.3233
"trinityContig50635||171060at32523","Nontoxin","NT",4.79,4.67,2.78,4.08
"trinityContig50671||sp|P50583.3|","Nontoxin","NT",0,8.85,9.53,6.1267
"trinityContig50672||276192at32523","Nontoxin","NT",5.36,8.97,1.22,5.1833
"trinityContig50673||224090at32523__Scramblase","Nontoxin","NT",1.45,0.76,0.54,0.9167
"trinityContig50687||sp|Q9Y248.1|","Nontoxin","NT",0.76,1.94,1.29,1.33
"trinityContig5070||238400at32523__Arm","Nontoxin","NT",5.48,2.68,3.4,3.8533
"trinityContig50724||sp|P63154.1|","Nontoxin","NT",6.49,6.93,5.29,6.2367
"trinityContig50998||242271at32523","Nontoxin","NT",5.78,4.87,6.52,5.7233
"trinityContig5099||sp|P10897.2|","Nontoxin","NT",24.19,19.43,25.36,22.9933
"trinityContig51036||sp|Q08DE6.1|","Nontoxin","NT",1.63,1.67,1.84,1.7133
"trinityContig51050||69531at32523__LIM","Nontoxin","NT",9.24,7.61,9.9,8.9167
"trinityContig51137||223786at32523","Nontoxin","NT",5.59,4.9,4.37,4.9533
"trinityContig51161||sp|Q6P499.1|","Nontoxin","NT",1.52,2.39,1.54,1.8167
"trinityContig51164||70944at32523__HECT","Nontoxin","NT",2.01,5.69,2.89,3.53
"trinityContig5121||sp|B2RZ37.1|","Nontoxin","NT",65.63,72.32,80.59,72.8467
"trinityContig5123||sp|E2RKA8.1|","Nontoxin","NT",1236.72,1766.72,1322.21,1441.8833
"trinityContig51257||302394at32523","Nontoxin","NT",7.77,6.92,7.28,7.3233
"trinityContig51276||sp|Q6P8D9.1|","Nontoxin","NT",0,14.25,0,4.75
"trinityContig5128||248684at32523","Nontoxin","NT",22.56,40.69,27.49,30.2467
"trinityContig51333||sp|Q96SU4.2|","Nontoxin","NT",8.35,8.41,6.76,7.84
"trinityContig51352||34767at32523__A_deamin","Nontoxin","NT",2.69,8.88,6.49,6.02
"trinityContig51354||109971at32523__A_deamin","Nontoxin","NT",4.02,2.49,4.04,3.5167
"trinityContig51364||sp|Q52LR7.2|","Nontoxin","NT",4.74,2.77,3.57,3.6933
"trinityContig51405||205312at32523","Nontoxin","NT",1.59,2.51,1.19,1.7633
"trinityContig51411||sp|Q8NEU8.3|","Nontoxin","NT",8.75,5.92,6.77,7.1467
"trinityContig51445||sp|P60983.2|","Nontoxin","NT",9.33,6.91,17.05,11.0967
"trinityContig51448||181904at32523","Nontoxin","NT",0.52,0.41,1.17,0.7
"trinityContig51471||sp|Q28FG4.1|","Nontoxin","NT",9.82,9.67,12.22,10.57
"trinityContig51482||100144at32523__PPR_2","Nontoxin","NT",2,3.14,3.87,3.0033
"trinityContig51494||94528at32523","Nontoxin","NT",1.13,1.83,0.85,1.27
"trinityContig51523||sp|Q01405.2|","Nontoxin","NT",7.96,6.12,5.44,6.5067
"trinityContig51525||sp|Q8K183.1|","Nontoxin","NT",5.78,3.99,6.73,5.5
"trinityContig51530||RRM_5","Nontoxin","NT",6.43,8.99,4.52,6.6467
"trinityContig51547||sp|Q96LD8.1|","Nontoxin","NT",4.37,4.15,4.23,4.25
"trinityContig5154||Septin","Nontoxin","NT",1.66,3.31,2.34,2.4367
"trinityContig51574||ATP1G1_PLM_MAT8","Nontoxin","NT",1.58,1.94,3.52,2.3467
"trinityContig51583||DTC","Nontoxin","NT",3.73,2.93,3.46,3.3733
"trinityContig51598||242271at32523","Nontoxin","NT",3.99,2.1,3.64,3.2433
"trinityContig51609||148049at32523__SLAIN","Nontoxin","NT",6.55,5.11,3.34,5
"trinityContig51915||Y_phosphatase","Nontoxin","NT",2.98,2.34,1.92,2.4133
"trinityContig51916||165240at32523","Nontoxin","NT",0,0.53,1.58,0.7033
"trinityContig51917||sp|Q3THG9.2|","Nontoxin","NT",7.26,4.62,7.23,6.37
"trinityContig5192||198344at32523__E2F_CC-MB","Nontoxin","NT",1.15,2.69,1.62,1.82
"trinityContig51933||sp|Q5ZL05.1|","Nontoxin","NT",8.86,12.16,12.89,11.3033
"trinityContig51964||267504at32523__Cg6151-P","Nontoxin","NT",1.26,1.65,4.75,2.5533
"trinityContig51998||106313at32523","Nontoxin","NT",2.73,3.59,3.3,3.2067
"trinityContig52005||sp|Q25C36.1|","Nontoxin","NT",8.86,6.77,19.51,11.7133
"trinityContig52235||248987at32523__Swi3","Nontoxin","NT",3.22,5.65,6.49,5.12
"trinityContig52239||142573at32523__FOXP-CC","Nontoxin","NT",4.49,3.38,4.21,4.0267
"trinityContig52278||sp|Q9P0V9.2|","Nontoxin","NT",4.93,5.5,5.57,5.3333
"trinityContig52318||sp|P35815.1|","Nontoxin","NT",8.67,6.34,8.98,7.9967
"trinityContig52342||sp|P49336.1|","Nontoxin","NT",3.72,3.16,3.15,3.3433
"trinityContig52348||sp|Q9D903.1|","Nontoxin","NT",7.86,12.9,9.73,10.1633
"trinityContig52412||sp|Q5ZJA4.1|","Nontoxin","NT",2.65,3.58,2.42,2.8833
"trinityContig52415||sp|O95989.1|","Nontoxin","NT",18.63,11.05,15.12,14.9333
"trinityContig52448||sp|P67936.3|","Nontoxin","NT",6.27,5.87,7.92,6.6867
"trinityContig52536||156527at32523__TPR_1","Nontoxin","NT",5.17,3.62,6.56,5.1167
"trinityContig5257||sp|Q32LP2.1|","Nontoxin","NT",8.48,16.3,6.02,10.2667
"trinityContig52586||145097at32523","Nontoxin","NT",1.6,2.26,2.17,2.01
"trinityContig52624||sp|Q8BGP5.1|","Nontoxin","NT",3.46,3.43,3.01,3.3
"trinityContig52633||33171at32523__TUDOR","Nontoxin","NT",3.04,3.5,3.54,3.36
"trinityContig52753||sp|Q5RAV5.2|","Nontoxin","NT",7.78,3.82,6.85,6.15
"trinityContig52776||TPMT","Nontoxin","NT",1.51,1.77,1.42,1.5667
"trinityContig52779||259622at32523","Nontoxin","NT",12.45,14.09,15.93,14.1567
"trinityContig52815||sp|Q5PQS6.1|","Nontoxin","NT",2.19,3.48,3.66,3.11
"trinityContig52830||141597at32523","Nontoxin","NT",4.23,3.76,4.92,4.3033
"trinityContig5284||sp|Q5E953.1|","Nontoxin","NT",117.36,126.95,117.15,120.4867
"trinityContig5289||sp|P11234.1|","Nontoxin","NT",12.37,12.85,14.67,13.2967
"trinityContig5293||162438at32523__Kelch_1","Nontoxin","NT",3.89,3.44,2.92,3.4167
"trinityContig5293||193058at32523","Nontoxin","NT",2.83,7.61,4.25,4.8967
"trinityContig5295||242271at32523","Nontoxin","NT",0.72,1.22,1.09,1.01
"trinityContig5307||sp|P67962.1|","Nontoxin","NT",21.86,21.58,21.21,21.55
"trinityContig5311||sp|B5X8M4.1|","Nontoxin","NT",10.37,12.4,8.25,10.34
"trinityContig53135||195753at32523__tRNA_m1G_MT","Nontoxin","NT",1.86,3.55,3.79,3.0667
"trinityContig53164||286785at32523","Nontoxin","NT",5.25,6.45,3.85,5.1833
"trinityContig53177||UPF0239","Nontoxin","NT",5.88,7.28,10.85,8.0033
"trinityContig53191||sp|Q9H8W4.1|","Nontoxin","NT",4.26,3.81,2.83,3.6333
"trinityContig53193||sp|Q9Y530.2|","Nontoxin","NT",3.15,2.07,2.36,2.5267
"trinityContig53234||sp|P51959.2|","Nontoxin","NT",0.4,2.67,1.36,1.4767
"trinityContig5326||Latexin","Nontoxin","NT",9.65,14.85,22.67,15.7233
"trinityContig5328||94189at32523","Nontoxin","NT",15.84,18.76,21.91,18.8367
"trinityContig532||sp|P49207.3|","Nontoxin","NT",311.02,510.77,442.62,421.47
"trinityContig5331||163963at32523__RhoGAP","Nontoxin","NT",13.75,16.41,11.08,13.7467
"trinityContig53338||sp|Q5RAU5.3|","Nontoxin","NT",38.87,29.2,40.81,36.2933
"trinityContig5333||sp|O95340.2|","Nontoxin","NT",6.56,3.8,6.16,5.5067
"trinityContig53345||287818at32523","Nontoxin","NT",8.09,9.83,5.59,7.8367
"trinityContig53370||sp|Q5ZM30.1|","Nontoxin","NT",5.32,3.42,3.39,4.0433
"trinityContig53382||sp|Q9D0F6.1|","Nontoxin","NT",4.24,7.05,5.93,5.74
"trinityContig53396||sp|Q5F468.2|","Nontoxin","NT",3.76,3.96,4.61,4.11
"trinityContig53401||286748at32523__DnaJ","Nontoxin","NT",5.29,3.55,2.98,3.94
"trinityContig53421||sp|Q5ZK21.1|","Nontoxin","NT",5.26,6.12,5.71,5.6967
"trinityContig53424||CDV3","Nontoxin","NT",13.63,15.02,10.34,12.9967
"trinityContig53429||sp|P26007.1|","Nontoxin","NT",7.26,5.24,9.52,7.34
"trinityContig53467||sp|Q9WTZ1.1|","Nontoxin","NT",41.09,58.11,80.1,59.7667
"trinityContig53478||sp|O54922.1|","Nontoxin","NT",7.51,12.67,7.53,9.2367
"trinityContig53484||sp|Q8K1N4.1|","Nontoxin","NT",5.32,4.99,3.76,4.69
"trinityContig53487||173099at32523__MT-A70","Nontoxin","NT",7.64,6.34,5.12,6.3667
"trinityContig53493||sp|Q5R4R4.1|","Nontoxin","NT",16.61,13.85,17.03,15.83
"trinityContig53517||sp|Q2KI54.1|","Nontoxin","NT",6.19,5.34,7.24,6.2567
"trinityContig53527||247062at32523__ATP12","Nontoxin","NT",4.02,4.86,2.86,3.9133
"trinityContig53553||sp|Q4R4I6.3|","Nontoxin","NT",9.18,7.03,5.89,7.3667
"trinityContig53558||167660at32523","Nontoxin","NT",5.51,5.15,5.59,5.4167
"trinityContig53597||sp|Q8NHV4.1|","Nontoxin","NT",2.66,3.09,3.44,3.0633
"trinityContig53599||sp|P45985.1|","Nontoxin","NT",4.61,2.91,2.82,3.4467
"trinityContig53602||sp|Q6NV04.1|","Nontoxin","NT",5.39,4.98,5.81,5.3933
"trinityContig53659||182087at32523","Nontoxin","NT",5.14,7.8,6.56,6.5
"trinityContig53661||64217at32523__Sulfate_transp","Nontoxin","NT",17.15,27.46,16.44,20.35
"trinityContig53698||246867at32523","Nontoxin","NT",1.29,2.88,1.62,1.93
"trinityContig5369||sp|Q15036.1|","Nontoxin","NT",16.17,21.4,20.46,19.3433
"trinityContig53708||117954at32523__AAA","Nontoxin","NT",6.45,3.55,4.58,4.86
"trinityContig53720||145097at32523","Nontoxin","NT",2.1,1.84,2.07,2.0033
"trinityContig53748||DUF4201","Nontoxin","NT",15.75,10.54,12.05,12.78
"trinityContig53760||226162at32523__NUSAP","Nontoxin","NT",0.81,3.69,2.88,2.46
"trinityContig53767||130390at32523","Nontoxin","NT",0.72,2.67,4.28,2.5567
"trinityContig53772||RRP36","Nontoxin","NT",4.29,7.77,3.58,5.2133
"trinityContig53790||262918at32523__Ras","Nontoxin","NT",1.96,1.76,10.99,4.9033
"trinityContig53792||sp|P63208.2|","Nontoxin","NT",40.8,51.86,62.44,51.7
"trinityContig53847||273183at32523__Arf","Nontoxin","NT",1.41,2.76,1.45,1.8733
"trinityContig53877||218074at32523__Lamp","Nontoxin","NT",44.1,53.28,51.83,49.7367
"trinityContig53893||sp|P62191.1|","Nontoxin","NT",29.35,25.96,39.32,31.5433
"trinityContig53897||sp|Q0IIM8.2|","Nontoxin","NT",6.72,5.44,8.45,6.87
"trinityContig53900||sp|Q3T174.1|","Nontoxin","NT",8.97,11.88,14.88,11.91
"trinityContig53976||sp|Q9D6R2.1|","Nontoxin","NT",5.53,6.86,7.28,6.5567
"trinityContig53984||sp|P48597.1|","Nontoxin","NT",2.55,2.99,0,1.8467
"trinityContig54005||DZF","Nontoxin","NT",9.49,14.6,6.98,10.3567
"trinityContig54057||CLP_protease","Nontoxin","NT",10.23,13.33,13.23,12.2633
"trinityContig54090||sp|Q5R9L3.1|","Nontoxin","NT",6.6,3.47,4.93,5
"trinityContig54140||253220at32523__zf-C4H2","Nontoxin","NT",0.67,1.98,2.28,1.6433
"trinityContig54272||sp|Q8BNU0.1|","Nontoxin","NT",3.37,4.77,6.16,4.7667
"trinityContig54314||201942at32523","Nontoxin","NT",3.56,3.43,4.82,3.9367
"trinityContig5444||197458at32523__Tmemb_40","Nontoxin","NT",0.47,1.47,2.93,1.6233
"trinityContig54518||230603at32523","Nontoxin","NT",2.65,3.03,2,2.56
"trinityContig54586||sp|O60921.1|","Nontoxin","NT",2.33,2.22,3.34,2.63
"trinityContig54742||sp|Q5XGI1.1|","Nontoxin","NT",2.26,3.37,4.18,3.27
"trinityContig54876||sp|Q5RCN6.1|","Nontoxin","NT",8.79,4.76,9.58,7.71
"trinityContig54950||248117at32523","Nontoxin","NT",0.58,1.82,1.94,1.4467
"trinityContig55025||147451at32523__Sulfatase","Nontoxin","NT",1.52,1.58,3.43,2.1767
"trinityContig55036||sp|Q99K51.3|","Nontoxin","NT",7.4,5.25,5.16,5.9367
"trinityContig55039||265137at32523","Nontoxin","NT",12.79,13.96,9.26,12.0033
"trinityContig55041||sp|Q4QQT6.1|","Nontoxin","NT",5.26,16.21,6.65,9.3733
"trinityContig55111||polyprenyl_synt","Nontoxin","NT",0,1.3,0.73,0.6767
"trinityContig55113||sp|Q8WMY2.1|","Nontoxin","NT",2.63,5.98,4.31,4.3067
"trinityContig5517||266226at32523","Nontoxin","NT",11.43,15.59,15.79,14.27
"trinityContig5524||sp|Q8QZY6.1|","Nontoxin","NT",11.84,14.01,16.39,14.08
"trinityContig55258||203892at32523","Nontoxin","NT",5.19,2.95,8.05,5.3967
"trinityContig55273||sp|O43772.1|","Nontoxin","NT",3.86,4.28,5.45,4.53
"trinityContig55331||sp|Q3ZBX1.1|","Nontoxin","NT",4.52,5.96,6.87,5.7833
"trinityContig55470||264741at32523__Gal-bind_lectin","Nontoxin","NT",4.9,5.35,3.83,4.6933
"trinityContig55523||224178at32523__ADP_ribosyl_GH","Nontoxin","NT",1.57,4.26,3.89,3.24
"trinityContig55536||218597at32523","Nontoxin","NT",5.41,5.13,5.01,5.1833
"trinityContig55537||218597at32523","Nontoxin","NT",0,4.2,1.78,1.9933
"trinityContig5564||270918at32523","Nontoxin","NT",1.9,5.32,3.93,3.7167
"trinityContig55658||sp|Q9Y2S2.3|","Nontoxin","NT",6.27,4.18,6.68,5.71
"trinityContig5566||219803at32523","Nontoxin","NT",14.02,13.11,8.86,11.9967
"trinityContig5567||231882at32523","Nontoxin","NT",5.59,2.88,5.28,4.5833
"trinityContig55716||sp|Q1T7C1.1|","Nontoxin","NT",1.07,4.59,4.59,3.4167
"trinityContig55940||sp|Q98TF5.1|","Nontoxin","NT",0,0,0,0
"trinityContig5600||sp|O60749.2|","Nontoxin","NT",39.92,40.97,40.21,40.3667
"trinityContig56031||sp|Q28DB5.1|","Nontoxin","NT",2.19,3.22,2.22,2.5433
"trinityContig56054||sp|Q5ZIN0.1|","Nontoxin","NT",2.93,2.11,1.89,2.31
"trinityContig56068||sp|Q9BVS4.2|","Nontoxin","NT",5.12,5.26,4.44,4.94
"trinityContig56080||264296at32523","Nontoxin","NT",25.32,33.26,32.16,30.2467
"trinityContig56151||sp|A5PJZ5.1|","Nontoxin","NT",5.72,8.78,7.66,7.3867
"trinityContig56159||135004at32523__TUG-UBL1","Nontoxin","NT",4.6,7.39,6.27,6.0867
"trinityContig56165||95836at32523__Pkinase","Nontoxin","NT",9.81,7.61,9.75,9.0567
"trinityContig56179||sp|P86883.1|","Nontoxin","NT",2.84,2.62,2.37,2.61
"trinityContig56217||sp|Q63060.1|","Nontoxin","NT",4.74,3.05,3.65,3.8133
"trinityContig56218||sp|Q5RHZ6.1|","Nontoxin","NT",5.51,8.16,4.86,6.1767
"trinityContig56221||sp|O95639.1|","Nontoxin","NT",5.01,8.16,10.79,7.9867
"trinityContig56236||225939at32523","Nontoxin","NT",0,0.01,0,0.0033
"trinityContig56257||95836at32523","Nontoxin","NT",1.72,1.41,1.72,1.6167
"trinityContig56263||sp|P83876.1|","Nontoxin","NT",3.5,4.83,3.94,4.09
"trinityContig56270||250362at32523__Coq4","Nontoxin","NT",4.5,4.41,6.08,4.9967
"trinityContig56336||232250at32523__Ceramidase","Nontoxin","NT",4.45,2.15,2.66,3.0867
"trinityContig56344||sp|Q9ULV4.1|","Nontoxin","NT",9.01,5.36,5.41,6.5933
"trinityContig56396||NCU-G1","Nontoxin","NT",0,1.07,1.22,0.7633
"trinityContig56414||sp|Q5ZHN4.3|","Nontoxin","NT",3.77,2.26,3.19,3.0733
"trinityContig56448||259614at32523","Nontoxin","NT",0,1.17,0,0.39
"trinityContig56667||sp|O14920.1|","Nontoxin","NT",4.42,5.39,6.96,5.59
"trinityContig56679||APC_basic","Nontoxin","NT",7.69,6.42,6.8,6.97
"trinityContig56694||256267at32523__RRM_1","Nontoxin","NT",2.12,4.01,2.99,3.04
"trinityContig56708||221334at32523__GTP1_OBG","Nontoxin","NT",2,4.66,5.27,3.9767
"trinityContig56724||sp|Q08353.1|","Nontoxin","NT",5.94,6.93,6.09,6.32
"trinityContig56732||sp|Q4R4Z3.1|","Nontoxin","NT",3.72,6.34,4.98,5.0133
"trinityContig56742||272493at32523__MRP-L47","Nontoxin","NT",19.65,20.75,19.8,20.0667
"trinityContig56753||92700at32523","Nontoxin","NT",3.73,3.27,3.53,3.51
"trinityContig56808||sp|P53365.1|","Nontoxin","NT",2.18,5.83,4.25,4.0867
"trinityContig56815||111475at32523","Nontoxin","NT",16.71,28.15,12.37,19.0767
"trinityContig56817||sp|Q3UJZ3.2|","Nontoxin","NT",3.99,5.07,4.87,4.6433
"trinityContig56822||AIRS_C","Nontoxin","NT",31.37,32.24,32.06,31.89
"trinityContig56823||180371at32523__CC2-LZ","Nontoxin","NT",7.88,5.17,6.38,6.4767
"trinityContig56828||sp|P09414.2|","Nontoxin","NT",0,1.06,0.91,0.6567
"trinityContig56878||sp|Q80VA0.2|","Nontoxin","NT",10.34,6.05,7.4,7.93
"trinityContig56895||120577at32523","Nontoxin","NT",4.45,5.37,6.41,5.41
"trinityContig56930||sp|P53812.2|","Nontoxin","NT",14.6,10.06,8.11,10.9233
"trinityContig56965||242032at32523__BAR","Nontoxin","NT",6.45,4.14,1.48,4.0233
"trinityContig56966||242032at32523__BAR","Nontoxin","NT",6.73,10.93,9.91,9.19
"trinityContig56987||sp|Q5RED5.1|","Nontoxin","NT",2.42,5.74,4.77,4.31
"trinityContig5698||286233at32523__NDUF_B5","Nontoxin","NT",26.18,36.23,22.02,28.1433
"trinityContig57037||87735at32523__SNF","Nontoxin","NT",6.3,4.96,6.91,6.0567
"trinityContig57059||168322at32523","Nontoxin","NT",8.77,10.16,7.1,8.6767
