"gene_id","class","toxin_family","Cgodm-CLP2359","Cgodm-CLP2360","Cgodm-CLP2362","Cgodm-CLP2377","Cgodm-CLP2378","Cgodm-CLP2388","Average"
"trinityContig54351||sp|Q9NVD7.1|","Nontoxin","NT",1.23,0.47,1.57,5.48,2.97,6.39,3.0183
"trinityContig5448||203507at32523__WD40","Nontoxin","NT",3.41,5.03,2.01,6.2,7.27,9.19,5.5183
"trinityContig5452||228707at32523","Nontoxin","NT",5.88,3.56,25.4,0.64,0,1.62,6.1833
"trinityContig5453||sp|P61966.1|","Nontoxin","NT",0,18.27,26.06,54.02,0,40.27,23.1033
"trinityContig5460||sp|F8RT80.1|","Nontoxin","NT",22.7,51.06,72.92,94.44,36.25,85.17,60.4233
"trinityContig5463||sp|B0BNA1.1|","Nontoxin","NT",6,11.01,7.63,23.66,9.66,11.43,11.565
"trinityContig54675||224806at32523__GOLD_2","Nontoxin","NT",0.5,1.08,0.28,1.94,3.11,4.13,1.84
"trinityContig54706||296812at32523","Nontoxin","NT",0,4.28,0,6.7,5.97,6.47,3.9033
"trinityContig54713||139657at32523__Pyr_redox_2","Nontoxin","NT",0.39,9.37,7.6,35.52,20.41,0.29,12.2633
"trinityContig54731||105477at32523__Alg6_Alg8","Nontoxin","NT",2.04,2.37,4.81,7.47,3.55,8.14,4.73
"trinityContig5479||sp|P20801.2|","Nontoxin","NT",12.59,65.84,5.78,1227.58,5.74,427.71,290.8733
"trinityContig54861||242271at32523","Nontoxin","NT",2.41,2.02,1.95,5.47,0,4.54,2.7317
"trinityContig5488||sp|Q8WMY2.1|","Nontoxin","NT",3.15,4.28,35.99,36.13,3.46,4.98,14.665
"trinityContig54890||205234at32523","Nontoxin","NT",1.29,1.51,3.13,8.87,2.29,4.39,3.58
"trinityContig5489||283389at32523__Endonuclease_NS","Nontoxin","NT",3.04,3.7,2.37,8.53,5.35,11.21,5.7
"trinityContig548||sp|O35586.1|","Nontoxin","NT",8.48,12.15,61.83,106.39,35.71,13.97,39.755
"trinityContig54909||Myosin_tail_1","Nontoxin","NT",7.5,6.33,8.49,14.78,11.15,23.69,11.99
"trinityContig5496||sp|P97431.2|","Nontoxin","NT",3.64,7.18,6.16,11.04,4.32,11.68,7.3367
"trinityContig5496||sp|Q0MQI9.1|","Nontoxin","NT",9.54,32.33,31.87,63.15,26.24,41.47,34.1
"trinityContig55090||sp|Q91857.3|","Nontoxin","NT",5.6,3.91,4.06,7.38,9.93,10.59,6.9117
"trinityContig55110||57529at32523__Y_phosphatase","Nontoxin","NT",2.83,3.13,4.81,7.22,5.04,7.72,5.125
"trinityContig5512||Rad51","Nontoxin","NT",0,0,0,5.17,0,0,0.8617
"trinityContig55138||136768at32523","Nontoxin","NT",7.97,11.8,13.4,20.33,17.66,20.81,15.3283
"trinityContig55176||sp|P47224.2|","Nontoxin","NT",1.04,2.36,5.51,20.58,2.82,3.08,5.8983
"trinityContig55183||PTRF_SDPR","Nontoxin","NT",0,0,0,1.51,0,0,0.2517
"trinityContig55201||sp|Q96QK1.2|","Nontoxin","NT",4.54,8.8,6.44,17.03,9.47,19.49,10.9617
"trinityContig55249||192529at32523__Peptidase_S10","Nontoxin","NT",3.19,5.72,4.78,4.98,1.17,55.36,12.5333
"trinityContig55263||264193at32523","Nontoxin","NT",2.75,4.65,3.15,11.09,10.02,12.77,7.405
"trinityContig55264||192192at32523","Nontoxin","NT",1.34,2.25,1.24,12.12,0.7,1.23,3.1467
"trinityContig55300||209931at32523__FAM117","Nontoxin","NT",0.74,0.54,0.42,1.48,1.95,4.2,1.555
"trinityContig55322||PTS_2-RNA","Nontoxin","NT",0,2.43,0.29,3,3.24,0,1.4933
"trinityContig55330||205909at32523","Nontoxin","NT",6.23,6.1,10.04,19.26,10.44,14.29,11.06
"trinityContig55364||sp|O43791.1|","Nontoxin","NT",2.67,4.23,4.94,15.08,5.44,10.71,7.1783
"trinityContig5537||256267at32523","Nontoxin","NT",3.66,7.98,11.66,18.44,13.57,13.67,11.4967
"trinityContig553||sp|Q9H3G5.2|","Nontoxin","NT",22.53,55.6,24.87,32,51.55,39.49,37.6733
"trinityContig55473||sp|Q3KR97.1|","Nontoxin","NT",10.47,15.02,19.82,45.64,21.43,52.43,27.4683
"trinityContig5548||sp|Q9ER39.1|","Nontoxin","NT",11.7,16.36,16.44,40.27,23.16,28.66,22.765
"trinityContig554||192529at32523__Peptidase_S10","Nontoxin","NT",0,0,0,0,0,0,0
"trinityContig554||sp|Q0VD53.1|","Nontoxin","NT",7.31,18.26,17.92,27.27,15.08,45.84,21.9467
"trinityContig55516||sp|Q96CT7.1|","Nontoxin","NT",6.86,8.61,3.55,21.51,9.32,18.03,11.3133
"trinityContig5552||sp|Q9H079.1|","Nontoxin","NT",1,3.03,3.73,4.06,1.61,4.1,2.9217
"trinityContig55535||sp|Q6V289.2|","Nontoxin","NT",1.4,0,7.87,10.86,5.13,6.9,5.36
"trinityContig55558||236251at32523","Nontoxin","NT",0,0,0,8,0,1.9,1.65
"trinityContig55580||Mst1_SARAH","Nontoxin","NT",0.85,5.42,9.59,3.83,0.96,10.89,5.2567
"trinityContig55595||213262at32523","Nontoxin","NT",2.57,4.06,5.53,8.87,4.41,22.06,7.9167
"trinityContig55596||CD225","Nontoxin","NT",2.31,1.14,0.44,18.56,0.82,1.47,4.1233
"trinityContig555||237466at32523__CD34_antigen","Nontoxin","NT",1.76,7.77,2.66,4.42,4.06,8.79,4.91
"trinityContig55669||sp|Q13485.1|","Nontoxin","NT",0.45,13.13,0.67,0.41,5.32,21.16,6.8567
"trinityContig55674||sp|Q96ES7.1|","Nontoxin","NT",3.73,3.81,3.91,5.1,11.17,8.33,6.0083
"trinityContig55676||220866at32523__Lectin_C","Nontoxin","NT",0.49,0.87,0.67,4.41,2.26,0.44,1.5233
"trinityContig5569||sp|P28337.2|","Nontoxin","NT",8.21,9.84,19.05,23.42,7.43,10.46,13.0683
"trinityContig556||sp|P97952.1|","Nontoxin","NT",0.43,4.92,2.37,1.65,0.22,7.05,2.7733
"trinityContig55714||sp|Q9UNT1.1|","Nontoxin","NT",7.79,4.86,4.4,8.07,5.16,10.92,6.8667
"trinityContig55723||121983at32523__Sugar_tr","Nontoxin","NT",1.37,1.4,2.15,0.75,2.02,4.27,1.9933
"trinityContig5575||163963at32523__RhoGAP","Nontoxin","NT",4.8,10.46,12.07,20.73,12.16,11.84,12.01
"trinityContig55760||269451at32523__Ribo_biogen_C","Nontoxin","NT",7.3,13.9,10.49,33.01,19.87,28.55,18.8533
"trinityContig55774||Upf2","Nontoxin","NT",0.37,2.69,1.66,8.03,3.09,8.3,4.0233
"trinityContig55787||DUF4505","Nontoxin","NT",0.95,1.03,2.9,4.61,2.71,3.93,2.6883
"trinityContig5579||232531at32523","Nontoxin","NT",8.86,6.3,4.29,16.25,10.7,9.24,9.2733
"trinityContig55858||FMO-like","Nontoxin","NT",0.97,2.19,2.26,1,1.04,2.84,1.7167
"trinityContig55898||177930at32523__AFG1_ATPase","Nontoxin","NT",1.03,1.18,3.17,3.56,0.64,0.75,1.7217
"trinityContig5589||sp|Q5E953.1|","Nontoxin","NT",50.15,93.93,74.8,244.26,57.2,236.37,126.1183
"trinityContig558||sp|O18875.1|","Nontoxin","NT",18.78,21.66,24.56,14.37,8.91,29.21,19.5817
"trinityContig55916||135026at32523","Nontoxin","NT",2.49,2.53,3.7,4.08,5.49,3.22,3.585
"trinityContig55923||271266at32523","Nontoxin","NT",12.37,12.49,18.98,25.5,15.18,26.44,18.4933
"trinityContig55974||136752at32523__VPS9","Nontoxin","NT",2.74,2.46,1.89,3.29,4.59,6.23,3.5333
"trinityContig55982||149491at32523__Hemopexin","Nontoxin","NT",0,0,0,2.66,0,0,0.4433
"trinityContig56191||288247at32523","Nontoxin","NT",7.42,0,0,0,0,0,1.2367
"trinityContig56325||Meckelin","Nontoxin","NT",0,0.78,0.6,5.24,0.28,2.98,1.6467
"trinityContig56361||sp|Q9Y534.1|","Nontoxin","NT",0.73,1.61,2.49,4.38,2.7,2.77,2.4467
"trinityContig56385||sp|Q920B9.2|","Nontoxin","NT",3.82,5.67,7.21,15.53,14.61,14.83,10.2783
"trinityContig56407||sp|Q9BSE4.2|","Nontoxin","NT",4.8,8.06,5.74,6.15,12.18,9.1,7.6717
"trinityContig56411||sp|Q06546.1|","Nontoxin","NT",1.24,2.74,2.67,6.14,2.79,4.88,3.41
"trinityContig56415||Pentaxin","Nontoxin","NT",0.49,0,2.26,3,0.52,0,1.045
"trinityContig56434||sp|Q3ZBX1.1|","Nontoxin","NT",2.02,3.89,3.77,4.38,2.37,5.97,3.7333
"trinityContig56474||CAMSAP_CKK","Nontoxin","NT",3.84,4.76,3.97,5.65,6.89,7.7,5.4683
"trinityContig56480||sp|Q5BJX0.3|","Nontoxin","NT",4.45,3.64,4.91,15.52,6.14,11.22,7.6467
"trinityContig56488||sp|Q2KII6.1|","Nontoxin","NT",2.21,4.96,4.38,13.77,8.64,32.15,11.0183
"trinityContig564||sp|Q9D309.1|","Nontoxin","NT",6.88,22.76,20.98,60.79,7.1,46.14,27.4417
"trinityContig56543||sp|Q92564.2|","Nontoxin","NT",5.84,7.65,7.52,15.38,6.15,15.65,9.6983
"trinityContig56550||sp|P18754.1|","Nontoxin","NT",1.63,2.16,2.39,8.66,2.74,3.25,3.4717
"trinityContig56571||254100at32523","Nontoxin","NT",0.45,2.01,0.52,8.24,3.36,2.6,2.8633
"trinityContig56572||zf-H2C2_2","Nontoxin","NT",0,0,0,2.4,2.36,4.56,1.5533
"trinityContig56621||97127at32523","Nontoxin","NT",3.05,4.83,4.4,7.2,6.68,6.25,5.4017
"trinityContig56662||98191at32523","Nontoxin","NT",2.76,2.46,3.97,4.94,3.55,6.56,4.04
"trinityContig56719||204325at32523","Nontoxin","NT",1.54,2.59,1.14,1.5,1.87,17.99,4.4383
"trinityContig5680||sp|Q66L32.1|","Nontoxin","NT",23.14,16.64,34.85,51.53,36.37,40.35,33.8133
"trinityContig56853||NARP1","Nontoxin","NT",1.49,1.32,1.43,3.22,2.46,3.88,2.3
"trinityContig56857||sp|Q5ZLA6.1|","Nontoxin","NT",3.45,3.14,3.06,12.58,4.88,10.19,6.2167
"trinityContig56885||280387at32523__ApoO","Nontoxin","NT",1.37,5.84,1.16,7.54,5.94,10.71,5.4267
"trinityContig56887||283801at32523","Nontoxin","NT",1.96,3.34,3.68,11.82,5.46,7.53,5.6317
"trinityContig56951||sp|Q10568.1|","Nontoxin","NT",2.48,9.43,8.22,17.52,9.2,7.53,9.0633
"trinityContig56960||272384at32523","Nontoxin","NT",0.66,0.71,1.45,0.32,7.64,0.3,1.8467
"trinityContig56||YBD","Nontoxin","NT",4.01,0,0.81,2.89,0.74,5.48,2.3217
"trinityContig57001||Latrophilin","Nontoxin","NT",0,0,1.27,3.73,1.18,0.71,1.1483
"trinityContig57007||sp|P07093.1|","Nontoxin","NT",2.91,5.13,3.71,11.15,4.03,4.63,5.26
"trinityContig57027||230754at32523__Ribosomal_S2","Nontoxin","NT",1.68,0.35,0.53,3.74,3.5,7.08,2.8133
"trinityContig57050||122566at32523","Nontoxin","NT",1.5,1.82,3.14,5.06,3.94,1.34,2.8
"trinityContig57082||sp|Q91447.1|","Nontoxin","NT",10.74,17.48,9.7,32.17,20.09,29.54,19.9533
"trinityContig57126||sp|D2XV59.1|","Nontoxin","NT",4.27,7.25,7.48,18.67,14.19,10.16,10.3367
"trinityContig57133||272493at32523","Nontoxin","NT",7.17,9.37,12.98,45.76,14.86,19.95,18.3483
"trinityContig57185||sp|P61480.1|","Nontoxin","NT",2.78,4.85,6.41,10.97,7.22,12.26,7.415
"trinityContig57195||114393at32523","Nontoxin","NT",5.46,2.31,1.56,7.78,6.26,13.63,6.1667
"trinityContig57196||sp|A5PJU8.1|","Nontoxin","NT",0.74,1.16,0.91,3.25,3.3,7.71,2.845
"trinityContig572||NifU_N","Nontoxin","NT",31.47,20.13,18.51,103.94,27.22,64.63,44.3167
"trinityContig57341||240915at32523","Nontoxin","NT",1.2,1.88,1.45,8.31,5.85,5.96,4.1083
"trinityContig57356||161080at32523__4HBT","Nontoxin","NT",3.65,8.75,5.67,19.05,8.69,20.86,11.1117
"trinityContig57419||sp|Q32LC7.1|","Nontoxin","NT",1.9,4.36,5.77,10.04,7.59,10.97,6.7717
"trinityContig57479||sp|Q8IXB1.2|","Nontoxin","NT",2.33,7.43,5.85,6.36,19.53,10.29,8.6317
"trinityContig57585||sp|P48454.3|","Nontoxin","NT",0.19,0.6,0.4,7.41,15.04,1.03,4.1117
"trinityContig57631||92495at32523","Nontoxin","NT",11.39,12.74,11.66,19.06,9.89,33.01,16.2917
"trinityContig57661||267924at32523__PEX11","Nontoxin","NT",2.19,0.57,3.06,3.06,2.46,5.07,2.735
"trinityContig57670||87998at32523__AA_permease","Nontoxin","NT",3.51,6.32,1.72,4.74,3.54,19.41,6.54
"trinityContig5767||sp|P68943.1|","Nontoxin","NT",3.09,7.33,4.09,14.86,7.63,23.99,10.165
"trinityContig576||sp|O95801.3|","Nontoxin","NT",3.03,10.97,8.07,24.22,14.66,17.74,13.115
"trinityContig57708||sp|Q5R4M8.1|","Nontoxin","NT",4.8,11.81,10.43,19.79,26.56,26.6,16.665
"trinityContig57738||sp|A1XBS5.2|","Nontoxin","NT",0.75,2.98,2.12,9.97,1.54,6.47,3.9717
"trinityContig57743||253762at32523","Nontoxin","NT",3.14,5.83,0,12.52,2.26,10.79,5.7567
"trinityContig57744||sp|Q9HC24.3|","Nontoxin","NT",6.79,20.21,19.14,31.72,14.26,26.73,19.8083
"trinityContig57753||63076at32523","Nontoxin","NT",0,0,0,6.66,8.35,0,2.5017
"trinityContig57797||193295at32523","Nontoxin","NT",2.94,3.43,4.78,11.94,1.72,4.84,4.9417
"trinityContig57835||160273at32523__DEAD","Nontoxin","NT",2.84,6.1,7.23,9.72,6.42,8.04,6.725
"trinityContig57852||sp|Q5ZIZ4.1|","Nontoxin","NT",1.25,3.22,3.59,8.85,2.83,9.12,4.81
"trinityContig57879||151965at32523__Kelch_1","Nontoxin","NT",2.82,2.28,3.18,6.19,4.6,5.86,4.155
"trinityContig57885||sp|O60260.2|","Nontoxin","NT",4.01,4.25,4.22,8.35,3.53,11.22,5.93
"trinityContig57889||265286at32523","Nontoxin","NT",0,0,0,2.22,8.36,0,1.7633
"trinityContig57931||208777at32523__NeuB","Nontoxin","NT",0.46,0,0.4,1.13,0,11.3,2.215
"trinityContig57943||sp|Q63ZL3.1|","Nontoxin","NT",2.33,4.03,8.46,4.7,6.19,7.42,5.5217
"trinityContig58002||sp|Q5ZHV1.1|","Nontoxin","NT",2.71,2.09,4.36,7.22,2.8,6.84,4.3367
"trinityContig58020||119568at32523","Nontoxin","NT",1.85,1.23,1.94,0.65,1.83,16.92,4.07
"trinityContig58024||283606at32523__DUF2012","Nontoxin","NT",25.05,63.62,63.52,111.89,54.67,83.58,67.055
"trinityContig58060||Acyl-CoA_ox_N","Nontoxin","NT",3.26,4.83,1.4,9.05,4.76,3.12,4.4033
"trinityContig58064||sp|Q08DU8.1|","Nontoxin","NT",5.01,4.57,8.82,17.32,6.9,14.66,9.5467
"trinityContig5806||288885at32523","Nontoxin","NT",6.04,2.67,2.16,19.93,7.46,26.63,10.815
"trinityContig58111||156453at32523__Vasculin","Nontoxin","NT",4.94,9.39,11.57,20.78,10.55,19.68,12.8183
"trinityContig58159||165981at32523__Acyl-CoA_dh_N","Nontoxin","NT",0,0,0.82,1.03,0,0,0.3083
"trinityContig58211||sp|Q8K129.1|","Nontoxin","NT",0,0,0,3.16,4.54,0,1.2833
"trinityContig58278||sp|P28271.3|","Nontoxin","NT",3.1,5.63,5.45,10.64,5.15,11.04,6.835
"trinityContig58284||Fibrillarin","Nontoxin","NT",8.16,11.55,16.27,62.1,22.14,41.98,27.0333
"trinityContig5828||236330at32523","Nontoxin","NT",3.26,9.65,6.94,7.87,5.01,11.98,7.4517
"trinityContig58299||122960at32523","Nontoxin","NT",5.99,5.49,6.54,5.61,5.49,6.64,5.96
"trinityContig58299||sp|Q66J69.1|","Nontoxin","NT",3.72,1.93,2.42,4.92,3.55,17.98,5.7533
"trinityContig5833||256818at32523","Nontoxin","NT",11.01,12.23,14.08,29.74,13.95,17.26,16.3783
"trinityContig58367||RT_RNaseH_2","Nontoxin","NT",0.8,2.94,0.91,1.6,1.27,5.32,2.14
"trinityContig5836||sp|Q9D0W5.1|","Nontoxin","NT",3.22,7.99,8.35,12.74,4.39,10.26,7.825
"trinityContig58370||sp|P40426.1|","Nontoxin","NT",1.34,2.28,2.17,7.18,2.24,6.79,3.6667
"trinityContig58379||46322at32523__KH_1","Nontoxin","NT",2.1,4.16,4.19,15.08,8.1,12.43,7.6767
"trinityContig583||sp|Q9NYV6.1|","Nontoxin","NT",5.9,11.52,8.28,12.7,9.01,18.78,11.0317
"trinityContig58452||262918at32523","Nontoxin","NT",2.12,4.81,3.11,7.71,4.01,4.18,4.3233
"trinityContig58462||sp|Q10751.1|","Nontoxin","NT",2.89,1.85,5.49,2.14,1.87,31.14,7.5633
"trinityContig58487||sp|Q14571.2|","Nontoxin","NT",7.98,11.1,10.85,21.84,17.49,32.82,17.0133
"trinityContig58510||sp|Q9QYI3.2|","Nontoxin","NT",0.82,0,0.44,4.94,4.96,0.98,2.0233
"trinityContig58550||31720at32523__HECT","Nontoxin","NT",0.42,0.93,3.58,10.37,12.78,0,4.68
"trinityContig58566||SDF","Nontoxin","NT",0,3.77,6.68,2.07,0.01,2.91,2.5733
"trinityContig58568||280279at32523","Nontoxin","NT",4.51,4.58,4.33,13.82,8.78,16.37,8.7317
"trinityContig58571||sp|Q9H2K2.1|","Nontoxin","NT",2.83,1.58,3.18,6.1,6.3,5.69,4.28
"trinityContig58572||sp|Q9H2K2.1|","Nontoxin","NT",2.12,7.83,5.67,6.65,5.39,9.62,6.2133
"trinityContig58597||234885at32523","Nontoxin","NT",1.31,1.9,1.17,1.53,6.28,6.3,3.0817
"trinityContig58634||PRELI","Nontoxin","NT",0.7,1.54,0.4,2.1,2.96,1.99,1.615
"trinityContig58649||sp|Q2TBL8.1|","Nontoxin","NT",2.81,3.47,3.3,10.16,5.86,7.11,5.4517
"trinityContig58671||sp|P70452.1|","Nontoxin","NT",0.87,1.24,2.06,2.76,2.24,4.19,2.2267
"trinityContig58675||196062at32523__Biliv-reduc_cat","Nontoxin","NT",0.91,3.23,1.99,4.33,4.98,1.64,2.8467
"trinityContig58683||RMI2","Nontoxin","NT",6.09,0,1.33,0,0,2.28,1.6167
"trinityContig58685||216921at32523","Nontoxin","NT",2.56,3.69,5.98,19.14,6.91,15.92,9.0333
"trinityContig58711||70807at32523","Nontoxin","NT",2.77,5.42,5.2,4.52,4.14,8.31,5.06
"trinityContig58716||112421at32523__PHR","Nontoxin","NT",1.99,1.8,1.66,5.33,7.25,13.32,5.225
"trinityContig58861||sp|A7VN13.1|","Nontoxin","NT",1.39,2.17,1.7,4.54,0,4.3,2.35
"trinityContig58984||53251at32523","Nontoxin","NT",2.53,1.42,1.18,6.62,3.94,6.87,3.76
"trinityContig59024||Period_C","Nontoxin","NT",1.75,3.63,0.15,7.41,2.49,5.57,3.5
"trinityContig59030||sp|O14595.2|","Nontoxin","NT",1.11,2.3,0.89,2.09,2.76,4.01,2.1933
"trinityContig59149||sp|Q5ZLM0.1|","Nontoxin","NT",2.01,2.92,4.16,8.06,5.06,8.95,5.1933
"trinityContig59150||sp|A0AAS4.2|","Nontoxin","NT",5.35,7.11,5.24,10.61,7.36,10.57,7.7067
"trinityContig59201||sp|O88845.3|","Nontoxin","NT",3.98,3.16,3.31,6.08,6.14,7.75,5.07
"trinityContig59215||sp|Q9JHI9.1|","Nontoxin","NT",8.14,13.68,8.52,13.42,9.7,19.42,12.1467
"trinityContig59294||236251at32523","Nontoxin","NT",0.94,0.71,0.55,4.85,0,7.35,2.4
"trinityContig59365||sp|Q3ZBI6.1|","Nontoxin","NT",16.97,16.68,12.65,17.52,14.82,30.33,18.1617
"trinityContig59398||69690at32523","Nontoxin","NT",1.13,1.91,1.59,8.73,2.31,4.44,3.3517
"trinityContig59470||221014at32523","Nontoxin","NT",1.25,1.99,4.93,9.19,4.32,4.21,4.315
"trinityContig59477||256267at32523__RRM_1","Nontoxin","NT",4.14,4.89,4.66,20.16,9.05,16.37,9.8783
"trinityContig59479||251416at32523__EAP30","Nontoxin","NT",2.97,5.47,4.68,7.76,5.48,2.71,4.845
"trinityContig59492||sp|Q9JHS4.2|","Nontoxin","NT",6.71,12.06,7.7,15.67,13.32,27.1,13.76
"trinityContig59493||sp|Q9JHS4.2|","Nontoxin","NT",2.33,0,4.9,7.54,3.7,7.44,4.3183
"trinityContig59536||sp|Q9H0C8.1|","Nontoxin","NT",5.66,9.26,11.12,9.47,8.54,29.01,12.1767
"trinityContig59550||sp|O19004.1|","Nontoxin","NT",4.3,6.44,7.04,17.15,8.15,17.54,10.1033
"trinityContig59574||sp|O97492.3|","Nontoxin","NT",6.8,13.02,15.27,29.36,15.57,37.7,19.62
"trinityContig59643||133266at32523","Nontoxin","NT",4.39,17.8,9.62,19.26,6.97,37.04,15.8467
"trinityContig59769||303097at32523__RF-1","Nontoxin","NT",0.95,1.08,2.08,5.44,3.12,3.78,2.7417
"trinityContig59850||PA28_beta","Nontoxin","NT",10.62,17.32,21.64,53.73,22.15,33.53,26.4983
"trinityContig59860||sp|Q9D0R4.1|","Nontoxin","NT",3.66,5.13,6.64,11.94,9.48,24.39,10.2067
"trinityContig59871||sp|P55302.1|","Nontoxin","NT",11.1,11.37,15.08,24.87,11.96,35.55,18.3217
"trinityContig59879||104395at32523","Nontoxin","NT",2.8,2.84,2.46,6.56,3.23,8.62,4.4183
"trinityContig59896||115135at32523","Nontoxin","NT",7.1,8.46,9.76,17.26,19.01,18.76,13.3917
"trinityContig5993||CEP170_C","Nontoxin","NT",0,0.56,3.01,3.02,1.99,5.01,2.265
"trinityContig59948||220321at32523","Nontoxin","NT",2.75,4.6,3.86,10.27,6.67,14.46,7.1017
"trinityContig6000||sp|P29373.2|","Nontoxin","NT",4.75,0.64,2.49,21.07,3.69,9.15,6.965
"trinityContig60104||254544at32523__ParcG","Nontoxin","NT",1.84,1.31,1.42,2.47,3.23,7.69,2.9933
"trinityContig6013||sp|Q0MQE8.3|","Nontoxin","NT",36.89,55.43,85.25,121.65,65.96,95.12,76.7167
"trinityContig60164||106895at32523","Nontoxin","NT",1.64,3.45,2.97,8.22,3.26,5.54,4.18
"trinityContig6016||197098at32523","Nontoxin","NT",1.51,0.4,0.71,2.13,1.83,4.54,1.8533
"trinityContig60237||135005at32523__Guanylate_kin","Nontoxin","NT",6.51,4.57,13.06,18.82,8.55,14.13,10.94
"trinityContig60248||280382at32523","Nontoxin","NT",1.65,18.47,1.04,44.6,0,51.13,19.4817
"trinityContig60254||178746at32523__GRASP55_65","Nontoxin","NT",0,0,0,76.95,0.31,0,12.8767
"trinityContig60265||sp|P56962.2|","Nontoxin","NT",1.72,1.83,2.03,6.79,3.96,11.32,4.6083
"trinityContig60267||sp|Q66JF8.1|","Nontoxin","NT",0.69,3.7,2.09,3.98,4.64,5.34,3.4067
"trinityContig6027||sp|Q8C7K6.1|","Nontoxin","NT",5.54,5.88,9.53,8.87,4.02,9.1,7.1567
"trinityContig60318||sp|Q5ZLG3.1|","Nontoxin","NT",1.44,6.04,4.53,9.9,4.73,5.96,5.4333
"trinityContig60332||158404at32523","Nontoxin","NT",45.7,106.47,76.84,130.09,54.65,104.73,86.4133
"trinityContig6033||sp|Q3ZCK1.1|","Nontoxin","NT",17.08,43.54,33.85,72.87,23.77,109.79,50.15
"trinityContig60393||sp|Q642C0.1|","Nontoxin","NT",2.73,8.32,7.6,18.51,8.45,10.91,9.42
"trinityContig60395||sp|Q9UKT7.1|","Nontoxin","NT",3.85,3.2,3.73,4.82,3.42,11.6,5.1033
"trinityContig6040||285542at32523","Nontoxin","NT",2.53,10.95,13.5,32.97,23.14,17.25,16.7233
"trinityContig60446||242304at32523","Nontoxin","NT",1.82,1.74,2,7.39,1.04,0.74,2.455
"trinityContig60451||sp|P05065.2|","Nontoxin","NT",13.09,48.41,25.48,170.84,55.54,136.02,74.8967
"trinityContig6060||sp|O95639.1|","Nontoxin","NT",8.01,9.97,11.32,19.1,9.95,49.15,17.9167
"trinityContig60645||sp|Q2TBU8.1|","Nontoxin","NT",4.48,9.65,8.41,10.69,7.36,31.18,11.9617
"trinityContig6065||SNRNP27","Nontoxin","NT",6.08,12.09,12.19,35.7,12.84,26.38,17.5467
"trinityContig60749||sp|Q8VE88.2|","Nontoxin","NT",5.62,11.16,8.47,10.07,17.3,20.5,12.1867
"trinityContig60835||sp|P04692.3|","Nontoxin","NT",0.16,8.88,0.24,21.14,1.73,16.63,8.13
"trinityContig60836||sp|P19352.1|","Nontoxin","NT",12.11,14.83,0.94,263.58,8.88,50.92,58.5433
"trinityContig60838||sp|P67936.3|","Nontoxin","NT",8.23,0.25,0,155.21,7.53,0.29,28.585
"trinityContig60847||sp|Q2T9Y6.1|","Nontoxin","NT",2.11,2.77,3.55,10.21,4.5,7.32,5.0767
"trinityContig6098||sp|B0BN72.1|","Nontoxin","NT",8.66,9.76,9.87,11.83,13.79,20.58,12.415
"trinityContig60995||sp|Q5REK3.1|","Nontoxin","NT",15.02,27.72,22.32,53.93,34.34,179.84,55.5283
"trinityContig61005||115292at32523__Sulfatase","Nontoxin","NT",4.89,2.96,3.93,8.3,11.06,6.84,6.33
"trinityContig61010||233324at32523__EMP24_GP25L","Nontoxin","NT",32.04,31.45,37.22,75.59,44.47,82.7,50.5783
"trinityContig61023||sp|Q5RED0.3|","Nontoxin","NT",29.82,34.66,58.79,93.99,65.47,98.83,63.5933
"trinityContig6102||153255at32523","Nontoxin","NT",5.78,7.71,7.1,24.14,11.46,11.7,11.315
"trinityContig6108||126074at32523__Aldedh","Nontoxin","NT",6.83,5.97,7.4,17.67,19.11,19.05,12.6717
"trinityContig6108||sp|Q9CZW4.2|","Nontoxin","NT",98.08,235.91,159.36,104.44,102.24,166.47,144.4167
"trinityContig6110||200735at32523","Nontoxin","NT",6.94,11.97,3.44,6.76,13.18,20.24,10.4217
"trinityContig61120||248181at32523","Nontoxin","NT",3.08,4.48,2.77,3.04,8.07,6.9,4.7233
"trinityContig6114||sp|P52434.4|","Nontoxin","NT",2.26,2.78,2.15,8.31,3.59,5.01,4.0167
"trinityContig61196||sp|P48762.1|","Nontoxin","NT",3.57,7.6,5.12,8.02,5.51,12.87,7.115
"trinityContig6119||260323at32523__Guanylate_kin","Nontoxin","NT",0,2.51,0,12.43,6.81,23.23,7.4967
"trinityContig6132||sp|Q13886.1|","Nontoxin","NT",0.94,0.75,0,2.75,0.73,3.83,1.5
"trinityContig61368||sp|Q6IMM1.1|","Nontoxin","NT",2.81,5.64,5.06,9.14,4.08,4.78,5.2517
"trinityContig61384||283967at32523__V-SNARE","Nontoxin","NT",0.81,5.87,4.53,10.56,3.66,8.51,5.6567
"trinityContig6139||sp|Q9Y2B1.1|","Nontoxin","NT",5.97,13.33,3.91,4.12,3.76,14.47,7.5933
"trinityContig61485||204806at32523","Nontoxin","NT",2.46,4.01,0.96,5.05,3.8,10.2,4.4133
"trinityContig614||64217at32523__Sulfate_transp","Nontoxin","NT",2.84,3.37,7.42,10.54,4.41,5.82,5.7333
"trinityContig61555||sp|Q15024.3|","Nontoxin","NT",1.36,2.36,3.63,6.9,5.27,3.81,3.8883
"trinityContig61599||sp|Q5ZKQ3.1|","Nontoxin","NT",0,4.64,1.65,5.63,3.6,4.91,3.405
